IATA,ICAO,Name,Latitude,Longitude,UTC Offset (s),Max Runway Length (ft),Airlines
CNS,YBCS,Cairns Australia,-16.8856,145.755,36000,10530,VA
CAI,HECA,Cairo Egypt,30.1214,31.4056,7200,13150,"AF,DVH,KQD,KLD,KL,ME,SV"
CCU,VECC,Calcutta India,22.6542,88.4456,19800,11940,"JAD,KLD,PAH"
YYC,CYYC,Calgary AB Canada,51.1133,-114.019,-25200,14007,"AS,DL,DVH,KLD,KL,NW,WAH,WS,WSH"
CLO,SKCL,Cali Colombia,3.5431,-76.3814,-18000,9905,
CLY,LFKC,Calvi France,42.5306,8.7931,3600,7590,AF
CMW,MUCM,Camaguey Cuba,21.4203,-77.8475,-18000,9843,"KLD,PAH"
YCB,CYCB,Cambridge Bay Canada,69.1078,-105.137,-25200,5084,
CBG,EGSC,Cambridge United Kingdom,52.2047,0.175,0,6432,
CPE,MMCP,Campeche Mexico,19.8167,-90.5003,-21600,8263,AM
CPV,SBKG,Campina Grande Brazil,-7.27,-35.9464,-7200,5282,
CPQ,SDAM,Campinas Brazil,-22.8592,-47.1081,-7200,5276,
CGR,SBCG,Campo Grande Brazil,-20.4692,-54.6703,-14400,8548,"DVH,GLO"
CBR,YSCB,Canberra Australia,-35.3067,149.1939,37800,10801,VA
CUN,MMUN,Cancun Mexico,21.0361,-86.8761,-21600,11500,"AR,AM,AF,DL,DVH,NW,VSD,WSH"
XAN,ZGGX,Canton (Guangzhou Old) China,23.1831,113.267,28800,2500,MU
CIS,PCIS,Canton Island Kiribati,-2.77,-171.713,46800,6006,PAH
CGI,KCGI,Cape Girardeau MO,37.225,-89.5706,-21600,6492,NW
CPT,FACT,Cape Town South Africa,-33.9642,18.6017,7200,10532,"AF,DVH,KLD,KL,PAH"
CCS,SVMI,Caracas Venezuela,10.6031,-66.9903,-14400,11483,"AR,AM,AF,DL,DVH,KLD,PAH"
CSB,LRCS,Caransebes Romania,45.4203,22.2522,7200,2500,
CVL,SBCV,Caravelas Brazil,-17.6503,-39.2542,-7200,2500,PAH
CWL,EGFF,Cardiff United Kingdom,51.3967,-3.3428,0,7712,"KLD,KL"
CTG,SKCG,Cartagena Colombia,10.4425,-75.5131,-18000,8567,DVH
CAS,GMMC,Casablanca Anfa Morocco,33.5569,-7.6603,0,2500,
CMN,GMMN,Casablanca Morocco,33.3678,-7.5875,0,12282,"AF,KLD,PAH,SV,HVD"
CPR,KCPR,Casper WY,42.9081,-106.4639,-25200,10182,"DL,WAH"
CXI,PLCH,Cassidy Kiribati,1.9861,-157.35,-36000,6904,
DCM,LFCK,Castres France,43.5528,2.2906,3600,5993,
SLU,TLPC,Castries Saint Lucia,14.0222,-60.9992,-14400,6260,
CTC,SANC,Catamarca Argentina,-28.5931,-65.7511,-10800,9208,AR
CTA,LICC,Catania Italy,37.4667,15.0656,3600,8181,"AZ,HVD"
CAY,SOCA,Cayenne French Guiana,4.8189,-52.3603,-7200,10517,"AF,PAH"
CEB,RPVM,Cebu City Philippines,10.3069,123.979,28800,10894,
CDC,KCDC,Cedar City UT,37.7006,-113.099,-25200,8664,"RW,DL,DVH"
CID,KCID,Cedar Rapids IA,41.8842,-91.7106,-21600,8590,"DL,DVH,NW"
CMF,LFLB,Chambery France,45.6392,5.8794,3600,6630,
CMI,KCMI,Champaign-Urbana IL,40.0392,-88.2781,-21600,8104,"DVH,NW"
CGQ,ZYCC,Changchun China,43.9083,125.2083,28800,8535,"CZ,FM"
CSX,ZGHA,Changshua China,28.1967,113.2208,28800,8553,"MU,CZ,DVH"
CHQ,LGSA,Chania Greece,35.5308,24.1503,7200,10982,
CRL,EBCI,Charleroi Belgium,50.4597,4.4528,0,8383,
CHS,KCHS,Charleston SC,32.8983,-80.0403,-18000,9021,"DL,DVH,NW"
CRW,KCRW,Charleston WV,38.3731,-81.5931,-18000,6813,"DL,DVH,NW"
CTL,YBCV,Charleville Australia,-26.4125,146.263,36000,5006,KLD
CLT,KCLT,Charlotte NC,35.2139,-80.9431,-18000,10032,"DL,DVH,NW,PAH"
CHO,KCHO,Charlottesville VA,38.1381,-78.4528,-18000,6815,"DL,DVH,NW"
YYG,CYYG,Charlottetown PEI Canada,46.2897,-63.1208,-14400,7004,WS
CHA,KCHA,Chattanooga TN,35.0353,-85.2039,-18000,7421,"DL,DVH,NW"
CEK,USCC,Chelyabinsk Russia,55.3042,61.505,18000,10674,SU
CTU,ZUUU,Chengdu China,30.5781,103.9469,28800,11833,"MU,MUD,CZ,VN"
MAA,VOMM,Chennai India,12.9936,80.18,19800,12008,"DVH,JAD,SV"
CJJ,RKTU,Cheong Ju South Korea,36.7164,127.499,32400,9004,
CER,LFRC,Cherbourg France,49.6506,-1.4753,3600,7993,
NKT,KNKT,Cherry Point NC,34.9031,-76.8803,-18000,8999,
CTM,MMCM,Chetumal Quintana Roo Mexico,18.5047,-88.3269,-21600,8590,
CYS,KCYS,Cheyenne WY,41.1556,-104.81,-25200,9260,WAH
CNX,VTCC,Chiang Mai Thailand,18.7714,98.9625,25200,10104,"MUD,KE"
CEI,VTCT,Chiang Rai Thailand,19.9517,99.8831,25200,9874,
MDW,KMDW,Chicago-Midway IL,41.7856,-87.7514,-21600,6519,"DL,DVH,NW"
ORD,KORD,Chicago-O'Hare IL,41.9792,-87.9042,-21600,12996,"AM,AF,AS,ASH,DL,DVH,KL,KE,NCA,NEH,NW,PAH,WAH"
CIC,KCIC,Chico CA,39.795,-121.858,-28800,6725,RW
CUU,MMCU,Chihuahua Mexico,28.7028,-105.964,-25200,8557,"AM,NW"
HIN,RKPS,Chinju South Korea,35.0883,128.071,32400,9014,
JKH,LGHI,Chios Greece,38.3444,26.1408,7200,4924,
KIV,LUKK,Chisinau Moldova,46.9275,28.9303,7200,11784,ROH
CTS,RJCC,Chitose Japan,42.775,141.692,32400,9866,KE
COQ,ZMCD,Choibalsan Mongolia,48.1356,114.646,28800,8504,
CKG,ZUCK,Chongqing China,29.7167,106.6397,28800,12546,"MU,MUD,VN,MF"
CHC,NZCH,Christchurch New Zealand,-43.4892,172.534,46800,10791,VA
XCH,YPXM,Christmas Island Australia,-10.4506,105.69,25200,6940,VA
VCL,VVCA,Chu Lai Vietnam,15.4056,108.706,25200,10007,VN
YYQ,CYYQ,Churchill Canada,58.7386,-94.0658,-12600,9184,
CVG,KCVG,Cincinnati OH,39.0456,-84.6617,-18000,11984,"DL,DVH,NW"
CME,MMCE,Ciudad Del Carmen Mexico,18.6536,-91.7989,-21600,7231,AM
CJS,MMCS,Ciudad Juarez Mexico,31.6356,-106.429,-25200,8830,AM
CEN,MMCN,Ciudad Obregon Mexico,27.3919,-109.833,-25200,7578,AM
CVM,MMCV,Ciudad Victoria Mexico,23.7025,-98.9558,-21600,7201,
CKB,KCKB,Clarksburg WV,39.2967,-80.2281,-18000,7013,DVH
CKV,KCKV,Clarksville TN,36.6214,-87.4144,-21600,6009,NW
CWV,KCWV,Claxton-Evans County Airport Georgia,32.195,-81.8694,-18000,5000,
CFE,LFLC,Clermont France,45.7864,3.1692,3600,9885,AF
CLE,KCLE,Cleveland-Hopkins OH,41.4106,-81.8492,-18000,9955,"DL,DVH,NCA,NEH,NW"
CNJ,YCCY,Cloncurry Australia,-20.6683,140.504,36000,6571,"KLD,VA"
CLJ,LRCL,Cluj Romania,46.7847,23.6856,7200,6583,ROH
CIZ,SWKO,Coari Brazil,-4.1339,-63.1308,-14400,5258,PAH
CIJ,SLCO,Cobija Bolivia,-11.0406,-68.7831,-18000,6591,PAH
CBB,SLCB,Cochabamba Bolivia,-17.4206,-66.1767,-18000,12521,PAH
CCK,YPCC,Cocos Island Australia,-12.1881,96.8306,23400,8033,VA
COD,KCOD,Cody WY,44.5202,-109.024,-25200,8271,DL
CIV,FSSC,Coetivy Seychelles,-7.1411,56.2736,14400,2500,
CFS,YCFS,Coffs Harbour Australia,-30.3206,153.1158,39600,6825,VA
CJB,VOCB,Coimbatore India,11.0267,77.0417,19800,9837,
CDB,PACD,Cold Bay AK,55.2056,-162.724,-32400,10414,
CLQ,MMIA,Colima Mexico,19.2769,-103.577,-21600,7877,
CLL,KCLL,College Station TX,30.5881,-96.3631,-21600,7026,NW
CMB,VCBI,Colombo Sri Lanka,7.1792,79.885,19800,11205,KLD
COS,KCOS,Colorado Springs CO,38.8056,-104.7,-25200,13532,"DL,DVH,NW"
COU,KCOU,Columbia MO,38.8178,-92.2192,-21600,6514,NW
CAE,KCAE,Columbia SC,33.9383,-81.1192,-18000,8592,"DL,DVH,NW"
CSG,KCSG,Columbus GA,32.5164,-84.9389,-18000,6996,"DL,DVH,NW"
GTR,KGTR,Columbus MS,33.4503,-88.5914,-21600,8016,"DL,DVH,NW"
CMH,KCMH,Columbus OH,39.9981,-82.8917,-18000,10236,"DL,DVH,NW"
CIY,LICB,Comiso Italy,36.995,14.6075,3600,8325,
CRD,SAVC,Comodoro Rivadavia Argentina,-45.7853,-67.4656,-10800,9427,AR
YQQ,CYQQ,Comox BC Canada,49.7106,-124.8858,-28800,9995,WSH
VCS,VVCS,Con Son Island Vietnam,8.7319,106.632,25200,6004,VN
CKY,GUCY,Conakry Guinea,9.5775,-13.6117,0,10825,"AF,KLD"
CCR,KCCR,Concord CA,37.9894,-122.056,-28800,5010,NW
JQF,KJQF,Concord NC,35.3875,-80.7083,-18000,7424,DVH
CON,KCON,Concord NH,43.2028,-71.5022,-18000,6015,NEH
CND,LRCK,Constanta Romania,44.3619,28.4881,7200,11514,
CZL,DABC,Constantine Algeria,36.2853,6.6192,3600,9864,SV
OOL,YBCG,Coolangatta/Gold Coast Australia,-28.1642,153.504,39600,8195,VA
CPH,EKCH,Copenhagen Denmark,55.6178,12.6556,3600,11857,"SUD,AF,DVH,KQD,KL,ME,PAH"
CDV,PACV,Cordova AK,60.4917,-145.477,-32400,7513,"DVH,WAH"
CFU,LGKR,Corfu Greece,39.6014,19.9117,7200,7796,
ORK,EICK,Cork Ireland,51.8408,-8.4906,0,6997,
SZC,SAZC,Coronel Suarez Argentina,-37.4458,-61.8892,-10800,4265,AR
CRP,KCRP,Corpus Christi TX,27.7703,-97.55,-21600,7522,"DVH,NW"
CNQ,SARC,Corrientes Argentina,-27.4456,-58.7617,-10800,6914,AR
CVO,KCVO,Corvallis OR,44.4964,-123.289,-28800,6005,RW
COO,DBBB,Cotonou Benin,6.3564,2.3842,3600,7893,"AF,PAH"
CVF,LFLJ,Courchevel France,45.3956,6.6325,3600,1765,
CZM,MMCZ,Cozumel Mexico,20.5217,-86.925,-21600,10253,"DL,DVH,NW"
CRA,LRCV,Craiova Romania,44.3181,23.8883,7200,8150,
YXC,CYXC,Cranbrook BC Canada,49.6119,-115.782,-28800,8790,
CEC,KCEC,Crescent City CA,41.7797,-124.236,-28800,5011,RW
CRV,LIBC,Crotone Italy,38.9967,17.0792,3600,6577,
CGB,SBCY,Cuiaba Brazil,-15.6494,-56.1167,-14400,7598,GLO
CUL,MMCL,Culiacan Mexico,24.7639,-107.474,-25200,7529,"AM,DVH"
CUR,TNCC,Curacao Netherlands Antilles,12.1881,-68.9592,-14400,11340,"DVH,KLD,KL,PAH"
CWB,SBCT,Curitiba Brazil,-25.5314,-49.1756,-7200,7342,"AR,GLO,PAH"
CTB,KCTB,Cut Bank MT,48.6083,-112.3761,-25200,5309,WAH
VCA,VVCT,Cân Th? Vietnam,10.085,105.7119,25200,6003,VN
COR,SACO,Córdoba Argentina,-31.3233,-64.2078,-10800,10525,AR
DLI,VVDL,Da Lat Vietnam,11.7528,108.361,25200,10663,VN
TKE,RKTN,Daegu South Korea,35.8939,128.659,32400,9032,
DSS,GOBD,Dakar-Blaise Diagne Senegal,14.67,-17.0728,0,11483,DVH
DKR,GOOY,Dakar-Léopold Sédar Senghor Senegal,14.7389,-17.4889,0,11510,"AF,DL,DVH,PAH"
VIL,GMMH,Dakhla Western Sahara,23.7181,-15.9317,0,9874,
DLM,LTBS,Dalaman Turkey,36.7125,28.7081,7200,9859,
DLU,ZPDL,Dali City China,25.6508,100.318,28800,2500,
DLC,ZYTL,Dalian China,38.9656,121.538,28800,10813,"MU,CZ"
DFW,KDFW,Dallas-Fort Worth TX,32.8956,-97.0367,-21600,13447,"AM,AS,ASH,DL,DVH,KE,NW,PAH,WSH"
DAL,KDAL,Dallas-Love Field TX,32.8467,-96.8517,-21600,8812,"DL,DVH,NW,PAH,WAH"
DJO,DIDL,Daloa Cote D'Ivoire,6.7928,-6.4731,0,2500,
DAM,OSDI,Damascus Syria,33.4108,36.5156,7200,11674,KLD
DMM,OEDF,Dammam Saudi Arabia,26.4706,49.7978,10800,13165,"KL,ME,SV"
DDG,ZYDD,Dandong China,40.0228,124.287,28800,2500,
DAN,KDAN,Danville VA,36.5722,-79.3361,-18000,6506,
DQA,ZYDQ,Daqing China,46.7508,125.139,28800,2500,
DAR,HTDA,Dar es Salaam Tanzania,-6.8781,39.2017,10800,10009,"KQD,KQ,KLD,KL,PAH"
DAI,FSDA,Darros Island Seychelles,-5.4194,53.2969,14400,2500,
DRW,YPDN,Darwin Australia,-12.4139,130.8769,34200,11008,"KLD,VA"
DAT,ZBDT,Datong China,40.06,113.4819,28800,9882,
DAY,KDAY,Dayton OH,39.9017,-84.2192,-18000,10897,"DL,DVH,NW"
DAB,KDAB,Daytona Beach FL,29.1794,-81.0575,-18000,10507,"DL,DVH,NA,NW,PAH"
SCC,PASC,Deadhorse AK,70.1942,-148.465,-32400,6511,DVH
DOL,LFRG,Deauville France,49.3631,0.1594,3600,8357,
DGU,DFOD,Dedougou Burkina Faso,12.4664,-3.4975,0,8202,
YDF,CYDF,Deer Lake NF Canada,49.2108,-57.3911,-12600,7995,"WS,WSH"
DED,KDED,Deland FL,29.0669,-81.2836,-18000,6001,
DEL,VIDP,Delhi-Indira Gandhi India,28.5664,77.1031,19800,13734,"SUD,AF,DVH,JAD,KLD,KL,PAH,SV,VSD"
BIG,PABI,Delta Junction AK,63.9944,-145.721,-32400,8671,WAH
DTA,KDTA,Delta UT,39.3833,-112.502,-25200,6078,DVH
DEI,FSSD,Denis Island Seychelles,-3.8003,55.6644,14400,2500,
DEN,KDEN,Denver CO,39.8581,-104.667,-25200,16035,"AM,AS,DL,DVH,NCA,NW,WAH"
DSM,KDSM,Des Moines IA,41.5342,-93.6603,-21600,9692,"DL,DVH,NW"
DES,FSDR,Desroches Seychelles,-5.6947,53.6506,14400,2500,
DTW,KDTW,Detroit-Wayne County MI,42.2117,-83.3481,-18000,12017,"AF,DL,DVH,NCA,NEH,NW"
DVL,KDVL,Devils Lake ND,48.1142,-98.9081,-21600,6395,"NCA,NW"
DPO,YDPO,Devonport Australia,-41.1694,146.4303,39600,6023,VAH
DHA,OEDR,Dhahran International Airport,26.2639,50.1517,10800,12042,"KLD,PAH"
DAC,VGHS,Dhaka Bangladesh,23.8431,90.3978,21600,10491,
DIK,KDIK,Dickinson ND,46.7969,-102.802,-25200,6401,DL
XDE,DFOU,Diebougou Burkina Faso,10.9589,-3.255,0,2500,
NKW,FJDG,Diego Garcia,-7.2994,72.4,21600,12029,
DIL,WPDL,Dili Timor-Leste,-8.5461,125.524,32400,6228,
DLG,PADL,Dillingham AK,59.0444,-158.505,-32400,6385,WAH
DNR,LFRD,Dinard France,48.5878,-2.0797,3600,7213,
DJM,FCBD,Djambala Congo,-2.5333,14.75,3600,2500,
DJJ,WAJJ,Djayapura Indonesia,-2.5767,140.516,32400,7164,
DJE,DTTJ,Djerba Tunisia,33.875,10.7753,3600,10198,"HV,HVD"
XDJ,DFCJ,Djibo Burkina Faso,14.1106,-1.6397,0,2500,
JIB,HDAM,Djibouti City Djibouti,11.5469,43.1592,10800,10299,"AF,KQD,KQ"
DNK,UKDD,Dnepropetrovsk Ukraine,48.3572,35.1006,7200,9302,
MGE,KMGE,Dobbins ARB Marietta GA,33.9153,-84.5161,-18000,10016,
DOH,OTHH,Doha-Hamad Qatar,25.2792,51.6131,10800,15912,"KLD,KL,ME,SV"
DLE,LFGJ,Dole France,47.0428,5.4347,3600,7308,
DIS,FCPD,Dolisie Congo,-4.2167,12.6667,3600,5906,
DSA,EGCN,Doncaster United Kingdom,53.4747,-1.0044,0,9485,KLD
DOK,UKCC,Donetsk Ukraine,48.0736,37.7397,7200,2500,
DOR,DFEE,Dori Burkina Faso,14.0333,-0.0667,0,2500,
DHN,KDHN,Dothan AL,31.3211,-85.4494,-21600,8510,"DL,NW"
DLA,FKKD,Douala Cameroon,4.0056,9.7192,3600,9367,AF
DOV,KDOV,Dover-Dover AFB DE,39.1286,-75.4658,-18000,12897,
DRS,EDDC,Dresden Germany,51.1328,13.7667,3600,9346,SUD
DXB,OMDB,Dubai United Arab Emirates,25.2542,55.3633,14400,14464,"SUD,AF,DL,DVH,KQD,KQ,KLD,KL,ME,SV,VA,VSD"
DWC,OMDW,Dubai-Al Maktoum United ArabEmirates,24.8861,55.1722,14400,14776,
DBO,YSDU,Dubbo Australia,-32.2167,148.575,39600,5607,
DUB,EIDW,Dublin Ireland,53.42,-6.2689,0,8632,"AF,DL,DVH,WSH"
DBV,LDDU,Dubrovnik Croatia,42.5608,18.2681,3600,10812,
DBQ,KDBQ,Dubuque IA,42.4017,-90.7092,-21600,6502,NW
DLH,KDLH,Duluth MN,46.8417,-92.1931,-21600,10437,"DL,NCA,NW"
DND,EGPN,Dundee United Kingdom,56.4522,-3.0256,0,4582,
DUD,NZDN,Dunedin New Zealand,-45.9281,170.198,46800,6295,VA
DRO,KDRO,Durango CO,37.1514,-107.754,-25200,9209,DVH
DGO,MMDO,Durango Mexico,24.1242,-104.528,-21600,9878,AM
DUR,FALE,Durban South Africa,-29.6114,31.1192,7200,12166,
DUX,FADX,Durban-Delta 200 South Africa,-29.9692,30.95,7200,2500,
DYU,UTDD,Dushambe Tajikistan,38.5431,68.825,18000,10357,
DUS,EDDL,Dusseldorf Germany,51.2883,6.7667,3600,9830,"SUD,AF,OK,DL,KLD,KL,NW,PAH"
DUT,PADU,Dutch Harbor AK,53.9,-166.543,-32400,4146,
DZA,FMCZ,Dzaoudzi Comoros,-12.8064,45.2806,10800,6370,"KQD,KQ"
DMS,LSMD,Dübendorf Switzerland,47.3986,8.6483,3600,8736,KLD
SYA,PASY,Eareckson Air Station AK,52.7119,174.1139,-36000,10027,NW
ELS,FAEL,East London South Africa,-33.0356,27.8258,7200,6443,
IPC,SCIP,Easter Island Chile,-27.1644,-109.422,-18000,10845,
EAU,KEAU,Eau Claire WI,44.8656,-91.4842,-21600,8119,"NCA,NW"
EDI,EGPH,Edinburgh United Kingdom,55.95,-3.3719,0,8384,"AF,DVH,KL,VS"
YEG,CYEG,Edmonton AB Canada,53.3086,-113.58,-25200,10995,"AS,DL,DVH,NW,WAH,WS,WSH"
EDW,KEDW,Edwards AFB CA,34.9081,-117.884,-28800,39232,
EIL,PAEI,Eielson AFB AK,64.6656,-147.101,-32400,14481,
EIN,EHEH,Eindhoven Netherlands,51.45,5.3742,3600,9834,KLD
SVX,USSS,Ekaterinburg Russia,56.7431,60.8042,18000,10766,SU
GEN,HL0L,El Adem Libya,31.8608,23.9011,7200,2500,
FTE,SAWC,El Calafate Argentina,-50.2803,-72.0531,-10800,8409,AR
NJK,KNJK,El Centro CA,32.8264,-115.6683,-28800,9494,
ELF,HSFS,El Fasher Sudan,13.6147,25.3244,10800,9807,
ELG,DAUE,El Golea Algeria,30.5689,2.8644,3600,11303,
ELU,DAUO,El Oued Algeria,33.5128,6.7822,3600,9868,
ELP,KELP,El Paso TX,31.8067,-106.378,-25200,12029,"DL,DVH,NW,WAH"
EKO,KEKO,Elko NV,40.825,-115.792,-28800,7467,"DL,DVH"
EDF,PAED,Elmendorf AFB AK,61.2506,-149.806,-32400,9974,
ELM,KELM,Elmira/Corning NY,42.1597,-76.8914,-18000,7937,"DL,DVH"
ELY,KELY,Ely NV,39.2992,-114.836,-28800,6021,DVH
EMD,YEML,Emerald Australia,-23.5672,148.179,39600,6234,VA
ENE,WATE,Ende Indonesia,-8.8492,121.66,28800,4560,
ENH,ZHES,Enshi China,30.3203,109.485,28800,2500,
EBB,HUEN,Entebbe Uganda,0.0417,32.4428,10800,12017,"KQD,KQ,KL"
EPH,KEPH,Ephrata WA,47.3081,-119.517,-28800,6692,RW
EBL,ORER,Erbil Iraq,36.2381,43.9628,10800,15748,
ERF,EDDE,Erfurt Germany,50.9797,10.9581,3600,8514,
ERI,KERI,Erie PA,42.0817,-80.1756,-18000,8434,"DL,DVH,NW"
ERH,GMFK,Errachidia Morocco,31.9481,-4.4006,0,10498,
ESC,KESC,Escanaba MI,45.7219,-87.0931,-21600,6490,"DL,NCA,NW"
IFN,OIFM,Esfahan Iran,32.7506,51.8628,12600,14421,
EQS,SAVE,Esquel Argentina,-42.9081,-71.1394,-10800,7874,AR
ESU,GMMI,Essaouira Morocco,31.4097,-9.6939,0,8494,
ESS,EDLE,Essen-Mulheim Germany,51.4019,6.9369,3600,5179,KLD
EUG,KEUG,Eugene OR,44.1228,-123.219,-28800,8023,"RW,AS,DL,NW"
ACV,KACV,Eureka CA,40.9778,-124.109,-28800,6009,RW
EVV,KEVV,Evansville IN,38.0381,-87.5306,-21600,8022,"DL,DVH"
PAE,KPAE,Everett WA,47.9069,-122.282,-28800,9418,
EXT,EGTE,Exeter United Kingdom,50.7344,-3.4139,0,6821,
FGD,GQPF,F'Derik Mauritania,22.6664,-12.7333,0,2500,
FNG,DFEF,Fada-N'gourma Burkina Faso,12.0381,0.3558,0,3937,
FAI,PAFA,Fairbanks-Intl AK,64.8131,-147.859,-32400,11769,"AS,DVH,NW,PAH,WAH"
CQF,KCQF,Fairhope AL,30.4603,-87.8769,-21600,6604,
FRM,KFRM,Fairmont MN,43.6439,-94.4156,-21600,5500,NCA
FAV,NTGF,Fakarava French Polynesia,-16.0542,-145.657,-39600,4593,
RVA,FMSG,Farafangana Madagascar,-22.8053,47.8206,10800,2500,
FAR,KFAR,Fargo ND,46.9203,-96.8156,-21600,9542,"DL,NCA,NW"
FAB,EGLF,Farnborough United Kingdom,51.2758,-0.7764,0,8007,
FAO,LPFR,Faro Portugal,37.0089,-7.9656,0,8166,HVD
FYT,FTTY,Faya-Largeau Chad,17.9158,19.1089,3600,7555,
XNA,KXNA,Fayetteville AR,36.2817,-94.3067,-21600,8822,"DL,DVH,NW"
FAY,KFAY,Fayetteville NC,34.9914,-78.8797,-18000,7718,DL
FYV,KFYV,Fayetteville-Drake AR,36.005,-94.1694,-21600,6013,NW
FHB,KFHB,Fernandina Beach FL,30.6114,-81.4608,-18000,5310,DVH
FEZ,GMFF,Fez Morocco,33.9256,-4.9789,0,10491,
WFI,FMSF,Fianarantsoa Madagascar,-21.4539,47.0947,10800,4101,
FSC,LFKF,Figari France,41.5006,9.0978,3600,8132,
FIT,KFIT,Fitchburg MA,42.5539,-71.7589,-18000,4655,NEH
FLG,KFLG,Flagstaff AZ,35.1381,-111.671,-25200,8796,DVH
FNT,KFNT,Flint MI,42.9653,-83.7431,-18000,7863,"DL,DVH,NCA,NW"
FLR,LIRQ,Florence Italy,43.8092,11.2047,3600,5629,"AF,AZ,KL"
FLO,KFLO,Florence SC,34.1853,-79.7239,-18000,6492,DVH
FLN,SBFL,Florianopolis Brazil,-27.6703,-48.5525,-7200,7558,"GLO,PAH"
FRO,ENFL,Florø Sogn og Fjordane Norway,61.5833,5.0244,3600,3924,
FOG,LIBF,Foggia Italy,41.4333,15.5356,3600,5253,
FBA,SWOB,Fonte Boa Brazil,-2.5331,-66.0672,-14400,4167,PAH
FMA,SARF,Formosa Argentina,-26.2128,-58.2278,-10800,5918,AR
FOD,KFOD,Fort Dodge IA,42.5514,-94.1922,-21600,6539,NW
FLL,KFLL,Fort Lauderdale FL,26.0725,-80.1522,-18000,8994,"DL,DVH,NA,NW,WS,WSH"
YMM,CYMM,Fort McMurray AB Canada,56.6531,-111.222,-21600,7515,WS
RSW,KRSW,Fort Myers FL,26.5353,-81.7539,-18000,12012,"DL,DVH,NA,NW,PAH,WSH"
YYE,CYYE,Fort Nelson BC Canada,58.8361,-122.597,-28800,6412,WAH
YFS,CYFS,Fort Simpson NT,61.76,-121.236,-25200,5987,WAH
FSM,KFSM,Fort Smith AR,35.3364,-94.3669,-21600,8030,"DL,DVH,NW"
YXJ,CYXJ,Fort St. John BC Canada,56.2381,-120.74,-28800,6901,"WAH,WSH"
FWA,KFWA,Fort Wayne IN,40.9785,-85.1951,-18000,12004,"DL,DVH"
GSW,KGSW,Fort Worth TX Greater Southwest Intl,32.8331,-97.05,-21600,2500,
FTW,KFTW,Fort Worth-Meacham TX,32.8194,-97.3625,-21600,7528,DVH
FDF,TFFF,Fort de France Martinique,14.59,-61.0031,-14400,9859,"AF,DVH,PAH,SBS"
FOR,SBFZ,Fortaleza Brazil,-3.7756,-38.5311,-10800,8363,"DVH,GLO"
FUT,NLWF,Fortuna Island,-14.3114,-178.066,46800,3733,
FOU,FOGF,Fougamou Gabon,-1.2939,10.6269,3600,4921,
FOM,FKKM,Foumban Cameroon,5.6369,10.7508,3600,6908,
MVB,FOON,Franceville Gabon,-1.6514,13.4342,3600,10137,
FFT,KFFT,Frankfort KY,38.1819,-84.9061,-18000,5515,DVH
FRA,EDDF,Frankfurt Germany,50.0264,8.5428,3600,13123,"SUD,AF,AZ,OK,DL,DVH,KQD,KLD,KL,ME,NW,PAH,SV,VN"
FDK,KFDK,Frederick MD,39.4175,-77.3742,-18000,5222,
YFC,CYFC,Fredericton NB Canada,45.8692,-66.5317,-14400,8000,"DVH,WSH"
FPO,MYGF,Freeport Bahamas,26.5583,-78.6953,-18000,11025,DL
FNA,GFLL,Freetown Sierra Leone,8.6164,-13.1956,0,10502,KLD
FAT,KFAT,Fresno CA,36.7756,-119.718,-28800,9538,"AM,RW,AS,DL,DVH"
FRK,FSSF,Frégate Island Seychelles,-4.5839,55.9461,14400,2500,
VPS,KVPS,Ft Walton Beach FL,30.4831,-86.5253,-21600,12007,"DL,DVH,NW"
FUK,RJFF,Fukuoka Japan,33.5861,130.45,32400,9213,"DL,DVH,KL,KE,VN"
FKS,RJSF,Fukushima Japan,37.2275,140.4306,32400,8223,
FUN,NGFU,Funafuti Tuvalu,-8.5239,179.197,50400,5052,
FOC,ZSFZ,Fuzhou China,25.9333,119.662,28800,11838,MU
FDE,ENBL,Førde Norway,61.3908,5.7567,3600,3071,
GBE,FBSK,Gaborone Botswana,-24.555,25.9181,7200,13088,
GNV,KGNV,Gainesville FL,29.69,-82.2717,-18000,7499,"DL,DVH"
GAL,PAGA,Galena AK,64.7361,-156.937,-32400,7235,WAH
GAN,VRMG,Gan Maldives,-0.6933,73.1556,18000,11272,
YQX,CYQX,Gander NF Canada,48.9375,-54.5678,-12600,10492,"NEH,PAH,WSH"
GAQ,GAGO,Gao Mali,16.2481,-0.0056,0,8223,
XGA,DFOG,Gaoua Burkina Faso,10.3881,-3.1792,0,2500,
GOU,FKKR,Garoua Cameroon,9.3367,13.3806,3600,11358,
ELQ,OEGS,Gassim Saudi Arabia,26.3028,43.7742,10800,9853,SV
GDN,EPGD,Gdansk Poland,54.3772,18.4658,3600,9163,
GDZ,URKG,Gelendzhik Russia,44.5814,38.0128,7200,10194,
GVA,LSGG,Geneva Switzerland,46.2381,6.1089,3600,12805,"SUD,AF,KL,ME,PAH,SV"
GOA,LIMJ,Genoa Italy,44.4117,8.8417,3600,9583,"AF,AZ"
GRJ,FAGG,George South Africa,-34.0053,22.3789,7200,6947,
GGT,MYEF,Georgetown Bahamas,23.5625,-75.8778,-18000,7055,DL
GEO,SYCJ,Georgetown Guyana,6.5,-58.25,-10800,7466,"DVH,KLD,PAH"
GET,YGEL,Geraldton Australia,-28.7958,114.707,28800,6515,VA
